Raw Value,Voltage (V),Current (mA),Receiver Ultrasound,Pressure (mmHg)
2480,2.0,11.1,816.0,33.3
2482,2.0,11.11,809.0,33.34
2487,2.0,11.13,816.0,33.44
2493,2.01,11.16,819.0,33.57
2487,2.0,11.13,817.0,33.44
2526,2.04,11.31,818.0,34.26
2490,2.01,11.15,818.0,33.51
2484,2.0,11.12,819.0,33.38
2487,2.0,11.13,820.0,33.44
2490,2.01,11.15,825.0,33.51
2489,2.01,11.14,830.0,33.49
2489,2.01,11.14,826.0,33.49
2489,2.01,11.14,828.0,33.49
2486,2.0,11.13,830.0,33.42
2486,2.0,11.13,827.0,33.42
2492,2.01,11.16,827.0,33.55
2485,2.0,11.13,835.0,33.4
2494,2.01,11.17,832.0,33.59
2494,2.01,11.17,833.0,33.59
2487,2.0,11.13,835.0,33.44
2465,1.99,11.04,835.0,32.98
2495,2.01,11.17,832.0,33.61
2480,2.0,11.1,836.0,33.3
2481,2.0,11.11,842.0,33.32
2485,2.0,11.13,842.0,33.4
2482,2.0,11.11,838.0,33.34
2480,2.0,11.1,828.0,33.3
2482,2.0,11.11,839.0,33.34
2485,2.0,11.13,845.0,33.4
2486,2.0,11.13,839.0,33.42
2491,2.01,11.15,846.0,33.53
2490,2.01,11.15,844.0,33.51
2495,2.01,11.17,845.0,33.61
2491,2.01,11.15,851.0,33.53
2485,2.0,11.13,842.0,33.4
2478,2.0,11.09,845.0,33.26
2471,1.99,11.06,841.0,33.11
2462,1.98,11.02,844.0,32.92
2457,1.98,11.0,839.0,32.82
2439,1.97,10.92,837.0,32.44
2437,1.96,10.91,823.0,32.4
2423,1.95,10.85,832.0,32.1
2413,1.94,10.8,832.0,31.89
2411,1.94,10.79,833.0,31.85
2416,1.95,10.82,832.0,31.95
2419,1.95,10.83,833.0,32.02
2421,1.95,10.84,834.0,32.06
2425,1.95,10.86,838.0,32.14
2423,1.95,10.85,838.0,32.1
2416,1.95,10.82,839.0,31.95
2431,1.96,10.88,837.0,32.27
2432,1.96,10.89,843.0,32.29
2435,1.96,10.9,845.0,32.35
2431,1.96,10.88,843.0,32.27
2432,1.96,10.89,848.0,32.29
2432,1.96,10.89,845.0,32.29
2429,1.96,10.87,845.0,32.23
2429,1.96,10.87,842.0,32.23
2430,1.96,10.88,848.0,32.25
2430,1.96,10.88,847.0,32.25
2415,1.95,10.81,845.0,31.93
2432,1.96,10.89,845.0,32.29
2436,1.96,10.91,845.0,32.37
2434,1.96,10.9,847.0,32.33
2441,1.97,10.93,848.0,32.48
2416,1.95,10.82,846.0,31.95
2431,1.96,10.88,847.0,32.27
2434,1.96,10.9,848.0,32.33
2437,1.96,10.91,848.0,32.4
2432,1.96,10.89,848.0,32.29
2432,1.96,10.89,847.0,32.29
2434,1.96,10.9,848.0,32.33
2432,1.96,10.89,848.0,32.29
2428,1.96,10.87,847.0,32.21
2418,1.95,10.83,846.0,32.0
2416,1.95,10.82,847.0,31.95
2403,1.94,10.76,843.0,31.68
2386,1.92,10.68,838.0,31.33
2363,1.9,10.58,837.0,30.84
2333,1.88,10.44,827.0,30.21
2303,1.86,10.31,822.0,29.58
2291,1.85,10.26,821.0,29.33
2301,1.85,10.3,822.0,29.54
2320,1.87,10.39,823.0,29.94
2320,1.87,10.39,825.0,29.94
2317,1.87,10.37,825.0,29.88
2323,1.87,10.4,827.0,30.0
2320,1.87,10.39,827.0,29.94
2320,1.87,10.39,830.0,29.94
2320,1.87,10.39,826.0,29.94
2319,1.87,10.38,826.0,29.92
2318,1.87,10.38,826.0,29.9
2319,1.87,10.38,825.0,29.92
2314,1.86,10.36,829.0,29.81
2320,1.87,10.39,823.0,29.94
2317,1.87,10.37,823.0,29.88
2320,1.87,10.39,827.0,29.94
2320,1.87,10.39,827.0,29.94
2313,1.86,10.36,825.0,29.79
2316,1.87,10.37,828.0,29.86
2338,1.88,10.47,826.0,30.32
2320,1.87,10.39,830.0,29.94
2315,1.87,10.36,826.0,29.83
2325,1.87,10.41,832.0,30.04
2322,1.87,10.4,829.0,29.98
2384,1.92,10.67,822.0,31.28
2330,1.88,10.43,829.0,30.15
2331,1.88,10.44,826.0,30.17
2320,1.87,10.39,830.0,29.94
2320,1.87,10.39,825.0,29.94
2320,1.87,10.39,828.0,29.94
2320,1.87,10.39,829.0,29.94
2314,1.86,10.36,830.0,29.81
2320,1.87,10.39,823.0,29.94
2317,1.87,10.37,831.0,29.88
2319,1.87,10.38,829.0,29.92
2313,1.86,10.36,824.0,29.79
2309,1.86,10.34,823.0,29.71
2382,1.92,10.66,818.0,31.24
2279,1.84,10.2,816.0,29.08
2244,1.81,10.05,811.0,28.34
2155,1.74,9.65,790.0,26.48
1977,1.59,8.85,756.0,22.74
1812,1.46,8.11,720.0,19.28
1781,1.44,7.97,714.0,18.63
1792,1.44,8.02,719.0,18.86
1827,1.47,8.18,720.0,19.59
1808,1.46,8.09,718.0,19.19
1809,1.46,8.1,715.0,19.22
1836,1.48,8.22,718.0,19.78
1813,1.46,8.12,711.0,19.3
1824,1.47,8.17,720.0,19.53
1813,1.46,8.12,715.0,19.3
1818,1.47,8.14,718.0,19.4
1819,1.47,8.14,718.0,19.43
1825,1.47,8.17,717.0,19.55
1822,1.47,8.16,719.0,19.49
1823,1.47,8.16,715.0,19.51
1820,1.47,8.15,719.0,19.45
1825,1.47,8.17,719.0,19.55
1810,1.46,8.1,718.0,19.24
1805,1.45,8.08,712.0,19.13
1795,1.45,8.04,710.0,18.92
1779,1.43,7.96,706.0,18.59
1756,1.42,7.86,702.0,18.1
1725,1.39,7.72,693.0,17.45
1710,1.38,7.66,688.0,17.14
1714,1.38,7.67,689.0,17.22
1708,1.38,7.65,688.0,17.1
1712,1.38,7.66,689.0,17.18
1712,1.38,7.66,690.0,17.18
1727,1.39,7.73,700.0,17.49
1730,1.39,7.75,695.0,17.56
1722,1.39,7.71,695.0,17.39
1734,1.4,7.76,691.0,17.64
1738,1.4,7.78,693.0,17.73
1731,1.39,7.75,688.0,17.58
1733,1.4,7.76,690.0,17.62
1733,1.4,7.76,694.0,17.62
1733,1.4,7.76,693.0,17.62
1735,1.4,7.77,689.0,17.66
1744,1.41,7.81,690.0,17.85
1727,1.39,7.73,690.0,17.49
1726,1.39,7.73,689.0,17.47
1721,1.39,7.7,688.0,17.37
1712,1.38,7.66,686.0,17.18
1702,1.37,7.62,685.0,16.97
1698,1.37,7.6,683.0,16.89
1696,1.37,7.59,685.0,16.84
1708,1.38,7.65,688.0,17.1
1690,1.36,7.57,687.0,16.72
1714,1.38,7.67,687.0,17.22
1715,1.38,7.68,687.0,17.24
1712,1.38,7.66,688.0,17.18
1713,1.38,7.67,688.0,17.2
1715,1.38,7.68,688.0,17.24
1713,1.38,7.67,683.0,17.2
1717,1.38,7.69,683.0,17.28
1712,1.38,7.66,686.0,17.18
1710,1.38,7.66,686.0,17.14
1698,1.37,7.6,682.0,16.89
1686,1.36,7.55,682.0,16.63
1646,1.33,7.37,667.0,15.79
1535,1.24,6.87,654.0,13.46
1515,1.22,6.78,642.0,13.04
1522,1.23,6.81,642.0,13.19
1526,1.23,6.83,645.0,13.28
1535,1.24,6.87,647.0,13.46
1526,1.23,6.83,647.0,13.28
1535,1.24,6.87,647.0,13.46
1535,1.24,6.87,647.0,13.46
1535,1.24,6.87,649.0,13.46
1535,1.24,6.87,647.0,13.46
1535,1.24,6.87,643.0,13.46
1535,1.24,6.87,648.0,13.46
1535,1.24,6.87,647.0,13.46
1525,1.23,6.83,645.0,13.25
1535,1.24,6.87,644.0,13.46
1535,1.24,6.87,642.0,13.46
1535,1.24,6.87,642.0,13.46
1563,1.26,7.0,641.0,14.05
1535,1.24,6.87,643.0,13.46
1535,1.24,6.87,647.0,13.46
1535,1.24,6.87,641.0,13.46
1535,1.24,6.87,645.0,13.46
1529,1.23,6.85,640.0,13.34
1523,1.23,6.82,640.0,13.21
1522,1.23,6.81,641.0,13.19
1520,1.22,6.81,640.0,13.15
1510,1.22,6.76,635.0,12.94
1497,1.21,6.7,629.0,12.67
1477,1.19,6.61,626.0,12.25
1439,1.16,6.44,621.0,11.45
1424,1.15,6.38,617.0,11.13
1421,1.15,6.36,614.0,11.07
1405,1.13,6.29,610.0,10.74
1413,1.14,6.33,615.0,10.9
1417,1.14,6.34,613.0,10.99
1411,1.14,6.32,617.0,10.86
1418,1.14,6.35,618.0,11.01
1422,1.15,6.37,618.0,11.09
1424,1.15,6.38,613.0,11.13
1429,1.15,6.4,615.0,11.24
1427,1.15,6.39,617.0,11.2
1429,1.15,6.4,618.0,11.24
1426,1.15,6.38,617.0,11.18
1429,1.15,6.4,616.0,11.24
1417,1.14,6.34,619.0,10.99
1429,1.15,6.4,617.0,11.24
1427,1.15,6.39,618.0,11.2
1401,1.13,6.27,615.0,10.65
1412,1.14,6.32,611.0,10.88
1428,1.15,6.39,615.0,11.22
1424,1.15,6.38,611.0,11.13
1424,1.15,6.38,617.0,11.13
1424,1.15,6.38,614.0,11.13
1449,1.17,6.49,614.0,11.66
1446,1.17,6.47,617.0,11.6
1426,1.15,6.38,611.0,11.18
1426,1.15,6.38,617.0,11.18
1425,1.15,6.38,617.0,11.16
1437,1.16,6.43,615.0,11.41
1429,1.15,6.4,611.0,11.24
1445,1.16,6.47,611.0,11.58
1434,1.16,6.42,609.0,11.34
1441,1.16,6.45,617.0,11.49
1447,1.17,6.48,614.0,11.62
1420,1.14,6.36,611.0,11.05
1456,1.17,6.52,611.0,11.81
1425,1.15,6.38,613.0,11.16
1421,1.15,6.36,611.0,11.07
1409,1.14,6.31,609.0,10.82
1392,1.12,6.23,606.0,10.46
1394,1.12,6.24,608.0,10.51
1390,1.12,6.22,606.0,10.42
1381,1.11,6.18,599.0,10.23
1378,1.11,6.17,599.0,10.17
1373,1.11,6.15,605.0,10.06
1365,1.1,6.11,599.0,9.9
1364,1.1,6.11,596.0,9.88
1360,1.1,6.09,593.0,9.79
1347,1.09,6.03,595.0,9.52
1338,1.08,5.99,592.0,9.33
1331,1.07,5.96,592.0,9.18
1329,1.07,5.95,589.0,9.14
1335,1.08,5.98,591.0,9.27
1339,1.08,5.99,592.0,9.35
1341,1.08,6.0,592.0,9.39
1347,1.09,6.03,592.0,9.52
1343,1.08,6.01,593.0,9.43
1343,1.08,6.01,595.0,9.43
1344,1.08,6.02,592.0,9.46
1343,1.08,6.01,594.0,9.43
1344,1.08,6.02,594.0,9.46
1347,1.09,6.03,593.0,9.52
1344,1.08,6.02,593.0,9.46
1341,1.08,6.0,592.0,9.39
1340,1.08,6.0,592.0,9.37
1339,1.08,5.99,593.0,9.35
1331,1.07,5.96,589.0,9.18
1339,1.08,5.99,597.0,9.35
1330,1.07,5.95,592.0,9.16
1326,1.07,5.94,588.0,9.08
1333,1.07,5.97,590.0,9.23
1312,1.06,5.87,588.0,8.78
1307,1.05,5.85,583.0,8.68
1315,1.06,5.89,591.0,8.85
1314,1.06,5.88,582.0,8.83
1312,1.06,5.87,588.0,8.78
1312,1.06,5.87,587.0,8.78
1310,1.06,5.86,587.0,8.74
1304,1.05,5.84,589.0,8.62
1310,1.06,5.86,587.0,8.74
1312,1.06,5.87,590.0,8.78
1310,1.06,5.86,590.0,8.74
1313,1.06,5.88,587.0,8.81
1321,1.06,5.91,595.0,8.97
1318,1.06,5.9,593.0,8.91
1327,1.07,5.94,591.0,9.1
1322,1.07,5.92,589.0,8.99
1323,1.07,5.92,587.0,9.02
1327,1.07,5.94,589.0,9.1
1321,1.06,5.91,590.0,8.97
1326,1.07,5.94,590.0,9.08
1327,1.07,5.94,591.0,9.1
1327,1.07,5.94,592.0,9.1
1325,1.07,5.93,591.0,9.06
1328,1.07,5.95,590.0,9.12
1312,1.06,5.87,591.0,8.78
1319,1.06,5.91,589.0,8.93
1322,1.07,5.92,589.0,8.99
1318,1.06,5.9,591.0,8.91
1311,1.06,5.87,587.0,8.76
1308,1.05,5.86,590.0,8.7
1294,1.04,5.79,589.0,8.41
1285,1.04,5.75,583.0,8.22
1277,1.03,5.72,583.0,8.05
1267,1.02,5.67,582.0,7.84
1257,1.01,5.63,576.0,7.63
1232,0.99,5.52,576.0,7.11
1198,0.97,5.36,568.0,6.39
1159,0.93,5.19,562.0,5.57
1126,0.91,5.04,554.0,4.88
1109,0.89,4.96,556.0,4.52
1118,0.9,5.01,555.0,4.71
1131,0.91,5.06,558.0,4.99
1136,0.92,5.09,554.0,5.09
1125,0.91,5.04,557.0,4.86
1137,0.92,5.09,555.0,5.11
1136,0.92,5.09,560.0,5.09
1136,0.92,5.09,557.0,5.09
1136,0.92,5.09,558.0,5.09
1134,0.91,5.08,559.0,5.05
1136,0.92,5.09,556.0,5.09
1141,0.92,5.11,560.0,5.2
1149,0.93,5.14,560.0,5.36
1152,0.93,5.16,560.0,5.43
1156,0.93,5.18,560.0,5.51
1157,0.93,5.18,560.0,5.53
1167,0.94,5.22,563.0,5.74
1171,0.94,5.24,566.0,5.83
1184,0.95,5.3,569.0,6.1
1193,0.96,5.34,573.0,6.29
1200,0.97,5.37,573.0,6.43
1216,0.98,5.44,574.0,6.77
1213,0.98,5.43,574.0,6.71
1206,0.97,5.4,573.0,6.56
1203,0.97,5.39,576.0,6.5
1203,0.97,5.39,571.0,6.5
1211,0.98,5.42,574.0,6.66
1203,0.97,5.39,570.0,6.5
1207,0.97,5.4,571.0,6.58
1207,0.97,5.4,576.0,6.58
1207,0.97,5.4,576.0,6.58
1215,0.98,5.44,575.0,6.75
1216,0.98,5.44,576.0,6.77
1227,0.99,5.49,577.0,7.0
1278,1.03,5.72,582.0,8.07
1280,1.03,5.73,588.0,8.11
1296,1.04,5.8,592.0,8.45
1290,1.04,5.78,592.0,8.32
1283,1.03,5.74,589.0,8.18
1274,1.03,5.7,587.0,7.99
1287,1.04,5.76,592.0,8.26
1281,1.03,5.74,591.0,8.13
1281,1.03,5.74,592.0,8.13
1250,1.01,5.6,591.0,7.48
1276,1.03,5.71,588.0,8.03
1278,1.03,5.72,591.0,8.07
1279,1.03,5.73,592.0,8.09
1278,1.03,5.72,592.0,8.07
1280,1.03,5.73,592.0,8.11
1280,1.03,5.73,592.0,8.11
1295,1.04,5.8,591.0,8.43
1296,1.04,5.8,592.0,8.45
1306,1.05,5.85,593.0,8.66
1306,1.05,5.85,595.0,8.66
1306,1.05,5.85,598.0,8.66
1313,1.06,5.88,598.0,8.81
1328,1.07,5.95,596.0,9.12
1327,1.07,5.94,602.0,9.1
1327,1.07,5.94,603.0,9.1
1326,1.07,5.94,602.0,9.08
1330,1.07,5.95,603.0,9.16
1333,1.07,5.97,604.0,9.23
1328,1.07,5.95,603.0,9.12
1323,1.07,5.92,603.0,9.02
1337,1.08,5.99,606.0,9.31
1331,1.07,5.96,606.0,9.18
1341,1.08,6.0,606.0,9.39
1353,1.09,6.06,608.0,9.64
1359,1.1,6.08,610.0,9.77
1360,1.1,6.09,611.0,9.79
1360,1.1,6.09,608.0,9.79
1361,1.1,6.09,611.0,9.81
1353,1.09,6.06,609.0,9.64
1358,1.09,6.08,608.0,9.75
1359,1.1,6.08,611.0,9.77
1377,1.11,6.16,617.0,10.15
1407,1.13,6.3,618.0,10.78
1407,1.13,6.3,621.0,10.78
1410,1.14,6.31,624.0,10.84
1419,1.14,6.35,624.0,11.03
1421,1.15,6.36,624.0,11.07
1423,1.15,6.37,624.0,11.11
1408,1.13,6.3,624.0,10.8
1414,1.14,6.33,623.0,10.93
1421,1.15,6.36,623.0,11.07
1409,1.14,6.31,623.0,10.82
1405,1.13,6.29,623.0,10.74
1415,1.14,6.33,623.0,10.95
1405,1.13,6.29,621.0,10.74
1406,1.13,6.29,621.0,10.76
1408,1.13,6.3,621.0,10.8
1407,1.13,6.3,622.0,10.78
1408,1.13,6.3,624.0,10.8
1408,1.13,6.3,624.0,10.8
1409,1.14,6.31,624.0,10.82
1408,1.13,6.3,619.0,10.8
1407,1.13,6.3,624.0,10.78
1406,1.13,6.29,623.0,10.76
1405,1.13,6.29,622.0,10.74
1409,1.14,6.31,623.0,10.82
1408,1.13,6.3,623.0,10.8
1407,1.13,6.3,623.0,10.78
1407,1.13,6.3,621.0,10.78
1417,1.14,6.34,620.0,10.99
1408,1.13,6.3,624.0,10.8
1409,1.14,6.31,624.0,10.82
1411,1.14,6.32,623.0,10.86
1421,1.15,6.36,624.0,11.07
1410,1.14,6.31,623.0,10.84
1409,1.14,6.31,624.0,10.82
1416,1.14,6.34,624.0,10.97
1421,1.15,6.36,625.0,11.07
1422,1.15,6.37,624.0,11.09
1424,1.15,6.38,624.0,11.13
1422,1.15,6.37,625.0,11.09
1425,1.15,6.38,624.0,11.16
1422,1.15,6.37,624.0,11.09
1419,1.14,6.35,621.0,11.03
1419,1.14,6.35,624.0,11.03
1425,1.15,6.38,624.0,11.16
1425,1.15,6.38,623.0,11.16
1427,1.15,6.39,623.0,11.2
1429,1.15,6.4,624.0,11.24
1426,1.15,6.38,624.0,11.18
1424,1.15,6.38,624.0,11.13
1426,1.15,6.38,624.0,11.18
1427,1.15,6.39,624.0,11.2
1429,1.15,6.4,624.0,11.24
1425,1.15,6.38,624.0,11.16
1427,1.15,6.39,624.0,11.2
1435,1.16,6.42,622.0,11.37
1445,1.16,6.47,624.0,11.58
1424,1.15,6.38,624.0,11.13
1427,1.15,6.39,622.0,11.2
1427,1.15,6.39,624.0,11.2
1424,1.15,6.38,623.0,11.13
1421,1.15,6.36,624.0,11.07
1425,1.15,6.38,624.0,11.16
1427,1.15,6.39,621.0,11.2
1430,1.15,6.4,624.0,11.26
1430,1.15,6.4,623.0,11.26
1431,1.15,6.41,624.0,11.28
1426,1.15,6.38,621.0,11.18
1424,1.15,6.38,622.0,11.13
1431,1.15,6.41,623.0,11.28
1435,1.16,6.42,623.0,11.37
1430,1.15,6.4,621.0,11.26
1431,1.15,6.41,622.0,11.28
1426,1.15,6.38,621.0,11.18
1413,1.14,6.33,624.0,10.9
1437,1.16,6.43,623.0,11.41
1435,1.16,6.42,624.0,11.37
1427,1.15,6.39,622.0,11.2
1427,1.15,6.39,622.0,11.2
1448,1.17,6.48,623.0,11.64
1453,1.17,6.51,624.0,11.74
1445,1.16,6.47,624.0,11.58
1434,1.16,6.42,624.0,11.34
1442,1.16,6.46,623.0,11.51
1445,1.16,6.47,623.0,11.58
1456,1.17,6.52,624.0,11.81
1446,1.17,6.47,624.0,11.6
1445,1.16,6.47,623.0,11.58
1454,1.17,6.51,623.0,11.76
1443,1.16,6.46,624.0,11.53
1455,1.17,6.51,621.0,11.79
1445,1.16,6.47,622.0,11.58
1446,1.17,6.47,623.0,11.6
1450,1.17,6.49,622.0,11.68
1441,1.16,6.45,624.0,11.49
1447,1.17,6.48,624.0,11.62
1456,1.17,6.52,622.0,11.81
1456,1.17,6.52,623.0,11.81
1467,1.18,6.57,624.0,12.04
1474,1.19,6.6,624.0,12.18
1473,1.19,6.59,624.0,12.16
1491,1.2,6.68,627.0,12.54
1497,1.21,6.7,627.0,12.67
1498,1.21,6.71,630.0,12.69
1502,1.21,6.72,629.0,12.77
1498,1.21,6.71,627.0,12.69
1502,1.21,6.72,634.0,12.77
1502,1.21,6.72,629.0,12.77
1501,1.21,6.72,630.0,12.75
1497,1.21,6.7,627.0,12.67
1494,1.2,6.69,626.0,12.6
1499,1.21,6.71,633.0,12.71
1498,1.21,6.71,624.0,12.69
1500,1.21,6.72,629.0,12.73
1501,1.21,6.72,629.0,12.75
1494,1.2,6.69,626.0,12.6
1497,1.21,6.7,629.0,12.67
1500,1.21,6.72,627.0,12.73
1484,1.2,6.64,629.0,12.39
1504,1.21,6.73,626.0,12.81
1498,1.21,6.71,627.0,12.69
1502,1.21,6.72,631.0,12.77
1501,1.21,6.72,627.0,12.75
1502,1.21,6.72,629.0,12.77
1506,1.21,6.74,625.0,12.86
1501,1.21,6.72,631.0,12.75
1503,1.21,6.73,629.0,12.79
1505,1.21,6.74,627.0,12.83
1500,1.21,6.72,633.0,12.73
1507,1.21,6.75,627.0,12.88
1519,1.22,6.8,634.0,13.13
1520,1.22,6.81,632.0,13.15
1522,1.23,6.81,631.0,13.19
1522,1.23,6.81,634.0,13.19
1527,1.23,6.84,638.0,13.3
1535,1.24,6.87,635.0,13.46
1530,1.23,6.85,634.0,13.36
1520,1.22,6.81,634.0,13.15
1533,1.24,6.86,633.0,13.42
1531,1.23,6.85,634.0,13.38
1530,1.23,6.85,635.0,13.36
1531,1.23,6.85,637.0,13.38
1524,1.23,6.82,637.0,13.23
1526,1.23,6.83,633.0,13.28
1535,1.24,6.87,635.0,13.46
1535,1.24,6.87,641.0,13.46
1535,1.24,6.87,643.0,13.46
1565,1.26,7.01,642.0,14.09
1562,1.26,6.99,639.0,14.03
1556,1.25,6.97,641.0,13.91
1571,1.27,7.03,640.0,14.22
1563,1.26,7.0,643.0,14.05
1578,1.27,7.06,644.0,14.37
1584,1.28,7.09,640.0,14.49
1574,1.27,7.05,646.0,14.28
1574,1.27,7.05,645.0,14.28
1574,1.27,7.05,646.0,14.28
1577,1.27,7.06,646.0,14.35
1573,1.27,7.04,644.0,14.26
1574,1.27,7.05,646.0,14.28
1562,1.26,6.99,643.0,14.03
1575,1.27,7.05,643.0,14.3
1580,1.27,7.07,644.0,14.41
1575,1.27,7.05,644.0,14.3
1578,1.27,7.06,643.0,14.37
1578,1.27,7.06,640.0,14.37
1578,1.27,7.06,643.0,14.37
1577,1.27,7.06,643.0,14.35
1578,1.27,7.06,647.0,14.37
1583,1.28,7.09,641.0,14.47
1584,1.28,7.09,647.0,14.49
1594,1.28,7.14,643.0,14.7
1609,1.3,7.2,650.0,15.02
1629,1.31,7.29,653.0,15.44
1651,1.33,7.39,657.0,15.9
1687,1.36,7.55,663.0,16.65
1710,1.38,7.66,667.0,17.14
1716,1.38,7.68,672.0,17.26
1723,1.39,7.71,673.0,17.41
1725,1.39,7.72,674.0,17.45
1729,1.39,7.74,677.0,17.54
1727,1.39,7.73,673.0,17.49
1726,1.39,7.73,674.0,17.47
1727,1.39,7.73,673.0,17.49
1744,1.41,7.81,669.0,17.85
1723,1.39,7.71,674.0,17.41
1727,1.39,7.73,674.0,17.49
1725,1.39,7.72,673.0,17.45
1726,1.39,7.73,675.0,17.47
1730,1.39,7.75,673.0,17.56
1742,1.4,7.8,673.0,17.81
1718,1.38,7.69,674.0,17.31
1723,1.39,7.71,674.0,17.41
1711,1.38,7.66,671.0,17.16
1717,1.38,7.69,669.0,17.28
1711,1.38,7.66,671.0,17.16
1708,1.38,7.65,672.0,17.1
1707,1.38,7.64,672.0,17.07
1711,1.38,7.66,675.0,17.16
1709,1.38,7.65,672.0,17.12
1715,1.38,7.68,674.0,17.24
1715,1.38,7.68,671.0,17.24
1712,1.38,7.66,674.0,17.18
1712,1.38,7.66,674.0,17.18
1706,1.37,7.64,672.0,17.05
1707,1.38,7.64,672.0,17.07
1706,1.37,7.64,665.0,17.05
1712,1.38,7.66,672.0,17.18
1698,1.37,7.6,674.0,16.89
1701,1.37,7.62,672.0,16.95
1651,1.33,7.39,671.0,15.9
1697,1.37,7.6,668.0,16.86
1680,1.35,7.52,673.0,16.51
1697,1.37,7.6,673.0,16.86
1705,1.37,7.63,668.0,17.03
1697,1.37,7.6,666.0,16.86
1694,1.37,7.58,673.0,16.8
1700,1.37,7.61,671.0,16.93
1701,1.37,7.62,674.0,16.95
1699,1.37,7.61,671.0,16.91
1714,1.38,7.67,670.0,17.22
1705,1.37,7.63,671.0,17.03
1703,1.37,7.62,669.0,16.99
1703,1.37,7.62,674.0,16.99
1708,1.38,7.65,668.0,17.1
1710,1.38,7.66,674.0,17.14
1712,1.38,7.66,673.0,17.18
1712,1.38,7.66,672.0,17.18
1712,1.38,7.66,675.0,17.18
1713,1.38,7.67,673.0,17.2
1712,1.38,7.66,676.0,17.18
1713,1.38,7.67,670.0,17.2
1717,1.38,7.69,674.0,17.28
1716,1.38,7.68,674.0,17.26
1719,1.39,7.7,674.0,17.33
1712,1.38,7.66,677.0,17.18
1719,1.39,7.7,675.0,17.33
1719,1.39,7.7,672.0,17.33
1725,1.39,7.72,676.0,17.45
1735,1.4,7.77,682.0,17.66
1745,1.41,7.81,682.0,17.87
1744,1.41,7.81,682.0,17.85
1745,1.41,7.81,682.0,17.87
1753,1.41,7.85,683.0,18.04
1751,1.41,7.84,687.0,18.0
1754,1.41,7.85,683.0,18.06
1759,1.42,7.88,683.0,18.17
1754,1.41,7.85,685.0,18.06
1758,1.42,7.87,687.0,18.14
1762,1.42,7.89,685.0,18.23
1760,1.42,7.88,687.0,18.19
1760,1.42,7.88,688.0,18.19
1759,1.42,7.88,688.0,18.17
1761,1.42,7.88,688.0,18.21
1754,1.41,7.85,688.0,18.06
1755,1.41,7.86,686.0,18.08
1755,1.41,7.86,688.0,18.08
1756,1.42,7.86,688.0,18.1
1756,1.42,7.86,687.0,18.1
1751,1.41,7.84,688.0,18.0
1755,1.41,7.86,688.0,18.08
1754,1.41,7.85,687.0,18.06
1750,1.41,7.83,688.0,17.98
1750,1.41,7.83,688.0,17.98
1746,1.41,7.82,687.0,17.89
1755,1.41,7.86,689.0,18.08
1761,1.42,7.88,688.0,18.21
1777,1.43,7.96,691.0,18.54
1783,1.44,7.98,694.0,18.67
1808,1.46,8.09,697.0,19.19
1829,1.47,8.19,704.0,19.63
1842,1.48,8.25,704.0,19.91
1842,1.48,8.25,709.0,19.91
1846,1.49,8.26,707.0,19.99
1854,1.49,8.3,710.0,20.16
1859,1.5,8.32,706.0,20.26
1854,1.49,8.3,707.0,20.16
1856,1.5,8.31,710.0,20.2
1854,1.49,8.3,710.0,20.16
1851,1.49,8.29,709.0,20.1
1849,1.49,8.28,709.0,20.05
1845,1.49,8.26,713.0,19.97
1852,1.49,8.29,709.0,20.12
1843,1.49,8.25,711.0,19.93
1842,1.48,8.25,714.0,19.91
1821,1.47,8.15,710.0,19.47
1843,1.49,8.25,711.0,19.93
1843,1.49,8.25,710.0,19.93
1840,1.48,8.24,711.0,19.87
1840,1.48,8.24,713.0,19.87
1840,1.48,8.24,707.0,19.87
1840,1.48,8.24,711.0,19.87
1845,1.49,8.26,711.0,19.97
1839,1.48,8.23,707.0,19.84
1842,1.48,8.25,705.0,19.91
1840,1.48,8.24,710.0,19.87
1838,1.48,8.23,710.0,19.82
1838,1.48,8.23,707.0,19.82
1840,1.48,8.24,710.0,19.87
1847,1.49,8.27,709.0,20.01
1837,1.48,8.22,714.0,19.8
1840,1.48,8.24,713.0,19.87
1840,1.48,8.24,711.0,19.87
1841,1.48,8.24,716.0,19.89
1840,1.48,8.24,714.0,19.87
1839,1.48,8.23,713.0,19.84
1840,1.48,8.24,715.0,19.87
1841,1.48,8.24,718.0,19.89
1839,1.48,8.23,709.0,19.84
1830,1.47,8.19,711.0,19.66
1835,1.48,8.22,713.0,19.76
1838,1.48,8.23,715.0,19.82
1840,1.48,8.24,718.0,19.87
1862,1.5,8.34,720.0,20.33
1875,1.51,8.39,721.0,20.6
1892,1.52,8.47,723.0,20.96
1904,1.53,8.52,729.0,21.21
1909,1.54,8.55,734.0,21.31
1906,1.54,8.53,727.0,21.25
1899,1.53,8.5,729.0,21.1
1901,1.53,8.51,727.0,21.15
1895,1.53,8.48,729.0,21.02
1890,1.52,8.46,730.0,20.92
1891,1.52,8.47,733.0,20.94
1897,1.53,8.49,728.0,21.06
1895,1.53,8.48,729.0,21.02
1894,1.53,8.48,729.0,21.0
1889,1.52,8.46,737.0,20.89
1892,1.52,8.47,721.0,20.96
1891,1.52,8.47,731.0,20.94
1877,1.51,8.4,722.0,20.64
1888,1.52,8.45,722.0,20.87
1885,1.52,8.44,727.0,20.81
1894,1.53,8.48,730.0,21.0
1894,1.53,8.48,730.0,21.0
1904,1.53,8.52,733.0,21.21
